[
  <<|java+class:///org/apache/cayenne/modeler/action/ValidateAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getCurrentProject()|,|java+method:///org/apache/cayenne/modeler/action/ValidateAction/performAction(java.awt.event.ActionEvent)|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnUpdatePrecededByInvalidate()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testFailRetrieveDeletedRow()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnDeletePrecededByInvalidate()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testFailSimpleLocking()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessLockingOnMixed()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnUpdateFollowedByInvalidate()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnDelete()|>>,
  <<|java+class:///org/apache/cayenne/swing/TextBinding|,|java+class:///org/apache/cayenne/swing/BindingBase|>,220,<|java+method:///org/apache/cayenne/swing/BindingBase/setValue(java.lang.Object)|,|java+method:///org/apache/cayenne/swing/TextBinding/updateModel()|>>,
  <<|java+class:///org/apache/cayenne/swing/TextBinding|,|java+class:///org/apache/cayenne/swing/BindingBase|>,220,<|java+method:///org/apache/cayenne/swing/BindingBase/getValue()|,|java+method:///org/apache/cayenne/swing/TextBinding/updateView()|>>,
  <<|java+class:///org/apache/cayenne/swing/TextBinding|,|java+class:///org/apache/cayenne/swing/BindingBase|>,220,<|java+field:///org/apache/cayenne/swing/BindingBase/modelUpdateDisabled|,|java+method:///org/apache/cayenne/swing/TextBinding/updateView()|>>,
  <<|java+class:///org/apache/cayenne/modeler/action/CreateProcedureParameterAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getProjectController()|,|java+method:///org/apache/cayenne/modeler/action/CreateProcedureParameterAction/performAction(java.awt.event.ActionEvent)|>>,
  <<|java+class:///org/apache/cayenne/modeler/action/CreateProcedureParameterAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getProjectController()|,|java+method:///org/apache/cayenne/modeler/action/CreateProcedureParameterAction/createProcedureParameter()|>>,
  <<|java+class:///org/apache/cayenne/access/trans/UpdateBatchQueryBuilder|,|java+class:///org/apache/cayenne/access/trans/BatchQueryBuilder|>,220,<|java+method:///org/apache/cayenne/access/trans/BatchQueryBuilder/appendDbAttribute(java.lang.StringBuffer,org.apache.cayenne.map.DbAttribute)|,|java+method:///org/apache/cayenne/access/trans/UpdateBatchQueryBuilder/createSqlString(org.apache.cayenne.query.BatchQuery)|>>,
  <<|java+class:///org/apache/cayenne/access/trans/UpdateBatchQueryBuilder|,|java+class:///org/apache/cayenne/access/trans/BatchQueryBuilder|>,220,<|java+method:///org/apache/cayenne/access/trans/BatchQueryBuilder/getAdapter()|,|java+method:///org/apache/cayenne/access/trans/UpdateBatchQueryBuilder/createSqlString(org.apache.cayenne.query.BatchQuery)|>>,
  <<|java+class:///org/apache/cayenne/access/trans/UpdateBatchQueryBuilder|,|java+class:///org/apache/cayenne/access/trans/BatchQueryBuilder|>,220,<|java+field:///org/apache/cayenne/access/trans/BatchQueryBuilder/adapter|,|java+method:///org/apache/cayenne/access/trans/UpdateBatchQueryBuilder/bindParameters(java.sql.PreparedStatement,org.apache.cayenne.query.BatchQuery)|>>,
  <<|java+class:///org/apache/cayenne/reflect/valueholder/ValueHolderToManyProperty|,|java+class:///org/apache/cayenne/reflect/BaseProperty|>,220,<|java+field:///org/apache/cayenne/reflect/BaseProperty/accessor|,|java+method:///org/apache/cayenne/reflect/valueholder/ValueHolderToManyProperty/isFault(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/reflect/valueholder/ValueHolderToManyProperty|,|java+class:///org/apache/cayenne/reflect/BaseProperty|>,220,<|java+method:///org/apache/cayenne/reflect/BaseProperty/readPropertyDirectly(java.lang.Object)|,|java+method:///org/apache/cayenne/reflect/valueholder/ValueHolderToManyProperty/invalidate(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/jpa/reflect/JpaListProperty|,|java+class:///org/apache/cayenne/reflect/BaseProperty|>,220,<|java+method:///org/apache/cayenne/reflect/BaseProperty/getName()|,|java+method:///org/apache/cayenne/jpa/reflect/JpaListProperty/createValueHolder(org.apache.cayenne.Persistent)|>>,
  <<|java+class:///org/apache/cayenne/modeler/event/DataNodeDisplayEvent|,|java+class:///org/apache/cayenne/modeler/event/DomainDisplayEvent|>,220,<|java+method:///org/apache/cayenne/modeler/event/DomainDisplayEvent/setDomainChanged(boolean)|,|java+constructor:///org/apache/cayenne/modeler/event/DataNodeDisplayEvent/DataNodeDisplayEvent(java.lang.Object,org.apache.cayenne.access.DataDomain,org.apache.cayenne.access.DataNode)|>>,
  <<|java+class:///org/apache/cayenne/query/QueryChainTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/query/QueryChainTest/testSelectQuery()|>>,
  <<|java+class:///org/apache/cayenne/query/QueryChainTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/query/QueryChainTest/testSelectQueryDataRows()|>>,
  <<|java+class:///org/apache/cayenne/access/PrefetchProcessorNode|,|java+class:///org/apache/cayenne/query/PrefetchTreeNode|>,220,<|java+field:///org/apache/cayenne/query/PrefetchTreeNode/phantom|,|java+method:///org/apache/cayenne/access/PrefetchProcessorNode/toString()|>>,
  <<|java+class:///org/apache/cayenne/access/PrefetchProcessorNode|,|java+class:///org/apache/cayenne/query/PrefetchTreeNode|>,220,<|java+field:///org/apache/cayenne/query/PrefetchTreeNode/parent|,|java+method:///org/apache/cayenne/access/PrefetchProcessorNode/isPartitionedByParent()|>>,
  <<|java+class:///org/apache/cayenne/access/PrefetchProcessorNode|,|java+class:///org/apache/cayenne/query/PrefetchTreeNode|>,220,<|java+method:///org/apache/cayenne/query/PrefetchTreeNode/getParent()|,|java+method:///org/apache/cayenne/access/PrefetchProcessorNode/connectToParents()|>>,
  <<|java+class:///org/apache/art/auto/_GeneratedColumnTest2|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/art/auto/_GeneratedColumnTest2/getName()|>>,
  <<|java+class:///org/apache/art/auto/_GeneratedColumnTest2|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/writeProperty(java.lang.String,java.lang.Object)|,|java+method:///org/apache/art/auto/_GeneratedColumnTest2/setName(java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/graph/NodeCreateOperation|,|java+class:///org/apache/cayenne/graph/NodeDiff|>,220,<|java+field:///org/apache/cayenne/graph/NodeDiff/nodeId|,|java+method:///org/apache/cayenne/graph/NodeCreateOperation/undo(org.apache.cayenne.graph.GraphChangeHandler)|>>,
  <<|java+class:///org/apache/cayenne/graph/NodeCreateOperation|,|java+class:///org/apache/cayenne/graph/NodeDiff|>,220,<|java+field:///org/apache/cayenne/graph/NodeDiff/nodeId|,|java+method:///org/apache/cayenne/graph/NodeCreateOperation/apply(org.apache.cayenne.graph.GraphChangeHandler)|>>,
  <<|java+class:///org/apache/cayenne/event/JavaGroupsBridgeFactory/NoopEventBridge|,|java+class:///org/apache/cayenne/event/EventBridge|>,220,<|java+field:///org/apache/cayenne/event/EventBridge/eventManager|,|java+method:///org/apache/cayenne/event/JavaGroupsBridgeFactory/NoopEventBridge/startup(org.apache.cayenne.event.EventManager,int,java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/reflect/BaseToManyProperty|,|java+class:///org/apache/cayenne/reflect/BaseProperty|>,220,<|java+method:///org/apache/cayenne/reflect/BaseProperty/writePropertyDirectly(java.lang.Object,java.lang.Object,java.lang.Object)|,|java+method:///org/apache/cayenne/reflect/BaseToManyProperty/writePropertyDirectly(java.lang.Object,java.lang.Object,java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/reflect/BaseToManyProperty|,|java+class:///org/apache/cayenne/reflect/BaseArcProperty|>,220,<|java+method:///org/apache/cayenne/reflect/BaseArcProperty/setReverse(java.lang.Object,java.lang.Object,java.lang.Object)|,|java+method:///org/apache/cayenne/reflect/BaseToManyProperty/addTarget(java.lang.Object,java.lang.Object,boolean)|>>,
  <<|java+class:///org/apache/cayenne/reflect/BaseToManyProperty|,|java+class:///org/apache/cayenne/reflect/BaseProperty|>,220,<|java+field:///org/apache/cayenne/reflect/BaseProperty/accessor|,|java+method:///org/apache/cayenne/reflect/BaseToManyProperty/ensureCollectionValueHolderSet(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/reflect/BaseToManyProperty|,|java+class:///org/apache/cayenne/reflect/BaseArcProperty|>,220,<|java+method:///org/apache/cayenne/reflect/BaseArcProperty/setReverse(java.lang.Object,java.lang.Object,java.lang.Object)|,|java+method:///org/apache/cayenne/reflect/BaseToManyProperty/removeTarget(java.lang.Object,java.lang.Object,boolean)|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeModified()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeChannel()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/fixSharedConfiguration()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeNestedChannel()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeWithLocalCache()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithDedicatedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeWithLocalCache()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeWithSharedCache()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeWithSharedCache()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeCommitted()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeResolver()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSerializationTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextSerializationTest/testSerializeNew()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextRelationshipQueryTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/DataContextRelationshipQueryTest/testUnrefreshingToOne()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextRelationshipQueryTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/access/DataContextRelationshipQueryTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextRelationshipQueryTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/DataContextRelationshipQueryTest/testRefreshingToOne()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSelectQuerySplitAliasesTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/access/DataContextSelectQuerySplitAliasesTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSelectQuerySplitAliasesTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/DataContextSelectQuerySplitAliasesTest/testAliasPathSplits_SplitJoin()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextSelectQuerySplitAliasesTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/DataContextSelectQuerySplitAliasesTest/testAliasPathSplits_SinglePath()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultList/SingleIdDataRowListHelper|,|java+class:///org/apache/cayenne/access/IncrementalFaultList/DataRowListHelper|>,220,<|java+method:///org/apache/cayenne/access/IncrementalFaultList/DataRowListHelper/objectsAreEqual(java.lang.Object,java.lang.Object)|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultList/SingleIdDataRowListHelper/objectsAreEqual(java.lang.Object,java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/access/trans/SelectTranslator|,|java+class:///org/apache/cayenne/access/trans/QueryAssembler|>,220,<|java+method:///org/apache/cayenne/access/trans/QueryAssembler/getQuery()|,|java+method:///org/apache/cayenne/access/trans/SelectTranslator/getSelectQuery()|>>,
  <<|java+class:///org/apache/cayenne/access/trans/SelectTranslator|,|java+class:///org/apache/cayenne/access/trans/QueryAssembler|>,220,<|java+method:///org/apache/cayenne/access/trans/QueryAssembler/getAdapter()|,|java+method:///org/apache/cayenne/access/trans/SelectTranslator/createJoinStack()|>>,
  <<|java+class:///org/apache/cayenne/access/trans/SelectTranslator|,|java+class:///org/apache/cayenne/access/trans/QueryAssembler|>,220,<|java+field:///org/apache/cayenne/access/trans/QueryAssembler/queryMetadata|,|java+method:///org/apache/cayenne/access/trans/SelectTranslator/createJoinStack()|>>,
  <<|java+class:///org/apache/cayenne/access/trans/SelectTranslator|,|java+class:///org/apache/cayenne/access/trans/QueryAssembler|>,220,<|java+field:///org/apache/cayenne/access/trans/QueryAssembler/queryMetadata|,|java+method:///org/apache/cayenne/access/trans/SelectTranslator/appendIdColumns(java.util.List,org.apache.cayenne.query.SelectQuery)|>>,
