[
  <<|java+class:///net/suberic/pooka/resource/FileResourceManager|,|java+class:///net/suberic/pooka/resource/ResourceManager|>,220,<|java+method:///net/suberic/pooka/resource/ResourceManager/translateName(java.lang.String)|,|java+method:///net/suberic/pooka/resource/FileResourceManager/translateName(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/message|,|java+method:///net/suberic/pooka/NewMessageInfo/sendMessage(net.suberic.pooka.UserProfile,javax.mail.internet.InternetHeaders,net.suberic.pooka.gui.NewMessageCryptoInfo,java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/attachments|,|java+method:///net/suberic/pooka/NewMessageInfo/removeAttachment(net.suberic.pooka.Attachment)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getMessage()|,|java+method:///net/suberic/pooka/NewMessageInfo/saveToSentFolder(net.suberic.pooka.UserProfile)|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/MoveFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/manager|,|java+method:///net/suberic/pooka/gui/filter/MoveFilterEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/MoveFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/MoveFilterEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/MoveFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/manager|,|java+method:///net/suberic/pooka/gui/filter/MoveFilterEditor/getValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/MoveFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/MoveFilterEditor/getValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/MoveFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/manager|,|java+method:///net/suberic/pooka/gui/filter/MoveFilterEditor/configureEditor(net.suberic.util.gui.propedit.PropertyEditorManager,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/MoveFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/MoveFilterEditor/configureEditor(net.suberic.util.gui.propedit.PropertyEditorManager,java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getPropertyEditorPane(java.awt.Component)|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/getPropertyEditorPane()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getProperty()|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/getDisplayValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/createLabel()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/createLabel()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/createLabel()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/acceptDefaultFocus()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/updateEditorEnabled()|>>,
  <<|java+class:///net/suberic/pooka/FileSignatureGenerator|,|java+class:///net/suberic/pooka/SignatureGeneratorImpl|>,220,<|java+field:///net/suberic/pooka/SignatureGeneratorImpl/profile|,|java+method:///net/suberic/pooka/FileSignatureGenerator/generateSignature(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/OutgoingMailServer/FailoverAuthenticator|,|java+class:///net/suberic/pooka/gui/SimpleAuthenticator|>,220,<|java+method:///net/suberic/pooka/gui/SimpleAuthenticator/getPasswordAuthentication()|,|java+method:///net/suberic/pooka/OutgoingMailServer/FailoverAuthenticator/getPasswordAuthentication()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/createKeyList(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/createKeyList(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/resetDefaultValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/getValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/labelComponent|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/valueComponent|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/debug|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/LabelValuePropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/LabelValuePropertyEditor/createLabel()|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/isChanged()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/updateEditorEnabled()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyCommittingEvent(java.lang.String)|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/validateProperty()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/validateProperty()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/KeySelectorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/pooka/gui/propedit/KeySelectorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/createEditors(java.util.List)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/editors|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/createEditors(java.util.List)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/createEditors(java.util.List)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubProperty(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/createEditors(java.util.List)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubTemplate(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/createEditors(java.util.List)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/editors|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getLogger()|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/WizardEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/acceptDefaultFocus()|,|java+method:///net/suberic/util/gui/propedit/WizardEditorPane/acceptDefaultFocus()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/SpacerEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getPropertyEditorPane(java.awt.Component)|,|java+method:///net/suberic/util/gui/propedit/SpacerEditorPane/getPropertyEditorPane()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/SpacerEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getProperty()|,|java+method:///net/suberic/util/gui/propedit/SpacerEditorPane/getDisplayValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/SpacerEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/util/gui/propedit/SpacerEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/SpacerEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/SpacerEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/TabbedEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/util/gui/propedit/TabbedEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/TabbedEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/TabbedEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
