[
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/ElemAttributeSet.java|(3549,25,<125,6>,<125,31>),|java+method:///org/apache/xalan/templates/ElemElement/execute(org.apache.xalan.transformer.TransformerImpl)|,|java+project:///|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/UnresolvedRef|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/UnresolvedRef/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstringAfter|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncSubstringAfter/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemCallTemplate|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprAddChild(org.apache.xpath.ExpressionNode,int)|,|java+method:///org/apache/xalan/templates/ElemCallTemplate/appendChild(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xalan/processor/ProcessorText|,|java+class:///org/apache/xalan/processor/ProcessorTemplateElem|>,<|java+project:///|,|java+method:///org/apache/xalan/processor/ProcessorTemplateElem/startElement(org.apache.xalan.processor.StylesheetHandler,java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes)|,|java+method:///org/apache/xalan/processor/ProcessorText/appendAndPush(org.apache.xalan.processor.StylesheetHandler,org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/LocalNameCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/LocalNameCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/templates/FuncFormatNumb|,|java+class:///org/apache/xpath/functions/Function2Args|>,<|java+project:///|,|java+method:///org/apache/xpath/functions/Function2Args/setArg(org.apache.xpath.Expression,int)|,|java+method:///org/apache/xalan/templates/FuncFormatNumb/reportWrongNumberArgs()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/RealType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateToDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,org.apache.xalan.xsltc.compiler.util.Type)|,|java+method:///org/apache/xalan/xsltc/compiler/util/RealType/translateTo(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,org.apache.xalan.xsltc.compiler.util.Type)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemExsltFunction|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemExsltFunction/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/operations/Minus|,|java+class:///org/apache/xpath/operations/Operation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Minus/operate(org.apache.xpath.objects.XObject,org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/AncestorIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getNodeByPosition(int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/AncestorIterator/isReverse()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemForEach|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprAddChild(org.apache.xpath.ExpressionNode,int)|,|java+method:///org/apache/xalan/templates/ElemForEach/appendChild(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantOrSelfFromRootTraverser|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantTraverser/next(int,int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantOrSelfFromRootTraverser/getSubtreeRoot(int)|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFragSelectWrapper|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/toString()|,|java+method:///org/apache/xpath/objects/XRTreeFragSelectWrapper/str()|>>,
  <<|java+class:///org/apache/xml/serializer/ToXMLSAXHandler|,|java+class:///org/apache/xml/serializer/ToSAXHandler|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/ToSAXHandler/characters(org.w3c.dom.Node)|,|java+method:///org/apache/xml/serializer/ToXMLSAXHandler/characters(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/SQLDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_exptype(int)|,|java+method:///org/apache/xalan/lib/sql/SQLDocument/nextNode()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/PrecedingTraverser|,|java+class:///org/apache/xml/dtm/DTMAxisTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/DTMAxisTraverser/first(int,int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/PrecedingTraverser/next(int,int,int)|>>,
  <<|java+class:///org/apache/xpath/operations/Mod|,|java+class:///org/apache/xpath/operations/Operation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Mod/operate(org.apache.xpath.objects.XObject,org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLast|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncLast/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XString|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/castToType(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XString/str()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getStrictErrorChecking()|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSystemProperty|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncSystemProperty/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/Or|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/operations/Or/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/axes/LocPathIterator|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/axes/LocPathIterator/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/getPrefix(int)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemPI|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemPI/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncSubstring/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/Pattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/Pattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtFunction|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncExtFunction/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCount|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncCount/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/Function|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/Function/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFragSelectWrapper|,|java+class:///org/apache/xpath/objects/XRTreeFrag|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XRTreeFrag/appendToFsb(org.apache.xml.utils.FastStringBuffer)|,|java+method:///org/apache/xpath/objects/XRTreeFragSelectWrapper/xstr()|>>,
  <<|java+class:///org/apache/xpath/objects/XNumber|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/rtree(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XNumber/str()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemLiteralResult|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getTagName()|,|java+method:///org/apache/xalan/templates/ElemLiteralResult/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/patterns/UnionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/patterns/UnionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNumber|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNumber/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/SingleNodeCounter|,|java+class:///org/apache/xalan/xsltc/dom/NodeCounter|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/dom/NodeCounter/getCounter(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/xsltc/dom/SingleNodeCounter/getCounter()|>>,
  <<|java+anonymousClass:///org/apache/xalan/xsltc/dom/SimpleResultTreeImpl/$anonymous1|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getNodeByPosition(int)|,|java+method:///org/apache/xalan/xsltc/dom/SimpleResultTreeImpl/$anonymous1/getLast()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_level(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/removeAttributeNS(java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncConcat|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncConcat/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/serializer/ToHTMLStream|,|java+class:///org/apache/xml/serializer/ToStream|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/ToStream/charactersRaw(char%5B%5D,int,int)|,|java+method:///org/apache/xml/serializer/ToHTMLStream/closeStartTag()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNot|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNot/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/Function|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/Function/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/functions/Function|>,<|java+project:///|,|java+method:///org/apache/xpath/functions/Function/setArg(org.apache.xpath.Expression,int)|,|java+method:///org/apache/xpath/functions/FuncSubstring/reportWrongNumberArgs()|>>,
  <<|java+class:///org/apache/xpath/objects/XBoolean|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/lessThanOrEqual(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XBoolean/num()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemParam|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemParam/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/patterns/NodeTest|>,<|java+project:///|,|java+method:///org/apache/xpath/patterns/NodeTest/initNodeTest(int)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/calcScore()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncString|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncString/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForChars|,|java+class:///org/apache/xpath/objects/XString|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XString/indexOf(java.lang.String,int)|,|java+method:///org/apache/xpath/objects/XStringForChars/str()|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/getNamespaceURI(int)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemCopy|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemCopy/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCeiling|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncCeiling/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getTypedAttribute(int,int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/getNextNodeIdentity(int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/PositionCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/PositionCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
