[
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable/SearchConditionEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/DAY|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_LOWER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithUppercaseInFeedLink()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_ENDS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMultipleLabels()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_BEGINS_WITH_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_SIMILIAR_TO_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_SIMILIAR_TO_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_SIMILIAR_TO_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_SIMILIAR_TO_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_SIMILIAR_TO_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_SIMILIAR_TO_Specifier()|>>,
