[
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/gui/options/model/GPAbstractOption/myListeners|>,
  <<|java+interface:///net/sourceforge/ganttproject/document/Document|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/AbstractDocument.java|(330,12,<16,20>,<16,32>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/AbstractDocument.java|(329,47,<16,19>,<16,66>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,201,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/task/CustomColumn.java|(1400,17,<66,8>,<66,25>)>,
  <<|java+interface:///net/sourceforge/ganttproject/task/Task|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/task/TaskNode.java|(576,9,<25,8>,<25,17>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttCalendar|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/task/TaskNode.java|(3908,33,<175,20>,<175,53>)>,
  <<|java+interface:///net/sourceforge/ganttproject/task/Task|,|java+class:///java/lang/Object|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/task/TaskNode.java|(3699,4,<168,15>,<168,19>)>,
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/GanttProjectImpl/myListeners|>,
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/GanttProjectImpl/myBaselines|>,
  <<|java+class:///net/sourceforge/ganttproject/resource/HumanResourceManager|,|java+interface:///net/sourceforge/ganttproject/resource/ResourceManager|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectImpl.java|(2300,73,<52,30>,<52,103>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttProjectImpl/TaskManagerConfigImpl|,|java+interface:///net/sourceforge/ganttproject/task/TaskManagerConfig|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectImpl.java|(2400,57,<53,24>,<53,81>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,202,|java+variable:///net/sourceforge/ganttproject/GanttProjectImpl/newTask()/result|>,
  <<|java+interface:///net/sourceforge/ganttproject/ProjectEventListener|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectImpl.java|(5105,28,<156,8>,<156,36>)>,
  <<|java+class:///net/sourceforge/ganttproject/resource/HumanResourceManager|,|java+interface:///net/sourceforge/ganttproject/resource/ResourceManager|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectImpl.java|(3903,17,<105,15>,<105,32>)>,
  <<|java+class:///net/sourceforge/ganttproject/resource/HumanResourceManager|,|java+interface:///net/sourceforge/ganttproject/CustomPropertyManager|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectImpl.java|(5558,17,<175,9>,<175,26>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttTaskRelationship.java|(3002,37,<106,19>,<106,56>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTaskRelationship|,|java+class:///java/lang/Object|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttTaskRelationship.java|(4715,7,<166,15>,<166,22>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/org.ganttproject.impex.msproject/src/org/ganttproject/impex/msproject/LocaleOption.java|(1229,84,<37,16>,<37,100>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttProject|,|java+class:///javax/swing/JFrame|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/action/ResourceActionSet.java|(1159,104,<31,20>,<32,59>)>,
  <<|java+class:///net/sourceforge/ganttproject/action/DeleteHumanAction|,|java+interface:///javax/swing/Action|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/action/ResourceActionSet.java|(1405,19,<39,12>,<39,31>)>,
  <<|java+interface:///net/sourceforge/ganttproject/gui/scrolling/ScrollingListener|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/scrolling/ScrollingManagerImpl.java|(424,59,<21,45>,<22,27>)>,
  <<|java+interface:///net/sourceforge/ganttproject/gui/scrolling/ScrollingListener|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/scrolling/ScrollingManagerImpl.java|(673,59,<29,45>,<30,27>)>,
  <<|java+interface:///net/sourceforge/ganttproject/gui/scrolling/ScrollingListener|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/scrolling/ScrollingManagerImpl.java|(931,59,<37,45>,<38,27>)>,
  <<|java+interface:///net/sourceforge/ganttproject/gui/scrolling/ScrollingListener|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/scrolling/ScrollingManagerImpl.java|(1239,28,<48,8>,<48,36>)>,
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/gui/scrolling/ScrollingManagerImpl/myListeners|>,
  <<|java+class:///net/sourceforge/ganttproject/resource/ProjectResource|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(2013,21,<94,33>,<94,54>)>,
  <<|java+interface:///net/sourceforge/ganttproject/task/ResourceAssignment|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(2391,41,<109,17>,<109,58>)>,
  <<|java+interface:///net/sourceforge/ganttproject/task/Task|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(2390,109,<109,16>,<110,47>)>,
  <<|java+class:///net/sourceforge/ganttproject/resource/ProjectResource/ResourceAssignmentImpl|,|java+interface:///net/sourceforge/ganttproject/task/ResourceAssignment|>,202,|java+variable:///net/sourceforge/ganttproject/resource/ProjectResource/createAssignment(net.sourceforge.ganttproject.task.ResourceAssignment)/result|>,
  <<|java+interface:///java/util/List|,|java+interface:///java/util/Collection|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(3004,28,<124,20>,<124,48>)>,
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+variable:///net/sourceforge/ganttproject/resource/ProjectResource/removeAllAssignments()/copy|>,
  <<|java+class:///net/sourceforge/ganttproject/resource/ProjectResource/ResourceAssignmentImpl|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(3120,36,<126,42>,<126,78>)>,
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/resource/ProjectResource/myAssignments|>,
  <<|java+class:///net/sourceforge/ganttproject/resource/ProjectResource/ResourceAssignmentImpl|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(4505,47,<181,12>,<181,59>)>,
  <<|java+interface:///net/sourceforge/ganttproject/task/ResourceAssignment|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/resource/ProjectResource.java|(5249,71,<210,15>,<210,86>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttCalendar|,|java+class:///java/util/Calendar|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttCalendar.java|(8419,17,<290,25>,<290,42>)>,
  <<|java+interface:///net/sourceforge/ganttproject/time/TimeUnit|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/OffsetCalculatorImpl.java|(861,34,<25,12>,<25,46>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttProject|,|java+class:///java/awt/Frame|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(1806,185,<49,8>,<51,47>)>,
  <<|java+class:///javax/swing/JCheckBox|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2132,63,<57,8>,<57,71>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2132,63,<57,8>,<57,71>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2205,99,<58,8>,<59,36>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2205,99,<58,8>,<59,36>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2314,17,<60,8>,<60,25>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2341,20,<61,8>,<61,28>)>,
  <<|java+class:///javax/swing/JSpinner|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2814,117,<74,8>,<75,45>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2814,117,<74,8>,<75,45>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2941,93,<76,8>,<77,36>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(2941,93,<76,8>,<77,36>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3044,19,<78,8>,<78,27>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3073,20,<79,8>,<79,28>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3197,102,<83,8>,<84,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3197,102,<83,8>,<84,34>)>,
  <<|java+class:///javax/swing/JTextField|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3309,89,<85,8>,<86,36>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3309,89,<85,8>,<86,36>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3408,23,<87,8>,<87,31>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(3441,20,<88,8>,<88,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(4462,95,<110,48>,<111,67>)>,
  <<|java+class:///java/lang/Integer|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(5478,71,<135,8>,<135,79>)>,
  <<|java+class:///java/lang/Integer|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(5883,30,<148,16>,<148,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ParametersSettingsPanel.java|(6364,39,<162,12>,<162,51>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultEnumerationOption.java|(642,40,<28,19>,<28,59>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultEnumerationOption.java|(959,67,<40,33>,<41,22>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultEnumerationOption.java|(959,67,<40,33>,<41,22>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultEnumerationOption.java|(959,67,<40,33>,<41,22>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultEnumerationOption.java|(1542,29,<67,30>,<67,59>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,202,|java+field:///net/sourceforge/ganttproject/GPToolBar/SEPARATOR_OBJECT|>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/GPToolBar/$anonymous1|,|java+class:///java/lang/Object|>,202,|java+field:///net/sourceforge/ganttproject/GPToolBar/SEPARATOR_OBJECT|>,
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,201,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java|(1112,41,<40,8>,<40,49>)>,
  <<|java+class:///javax/swing/ImageIcon|,|java+interface:///javax/swing/Icon|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java|(1848,16,<55,20>,<55,36>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java|(1844,21,<55,16>,<55,37>)>,
  <<|java+class:///javax/swing/AbstractButton|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java|(1908,26,<57,20>,<57,46>)>,
  <<|java+class:///javax/swing/AbstractButton|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java|(1904,31,<57,16>,<57,47>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/TestGanttRolloverButton|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java|(2253,42,<68,49>,<68,91>)>,
  <<|java+class:///java/io/FileOutputStream|,|java+class:///java/io/OutputStream|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(1784,61,<64,13>,<64,74>)>,
  <<|java+class:///java/io/FileOutputStream|,|java+class:///java/io/OutputStream|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(2093,61,<74,13>,<74,74>)>,
  <<|java+class:///java/io/OutputStreamWriter|,|java+class:///java/io/Writer|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(2297,20,<80,34>,<80,54>)>,
  <<|java+class:///javax/xml/transform/sax/SAXTransformerFactory|,|java+class:///javax/xml/transform/TransformerFactory|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(2363,80,<81,44>,<82,34>)>,
  <<|java+class:///javax/xml/transform/stream/StreamResult|,|java+interface:///javax/xml/transform/Result|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(2847,25,<89,12>,<89,37>)>,
  <<|java+class:///javax/swing/tree/DefaultMutableTreeNode|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(3195,80,<103,32>,<104,37>)>,
  <<|java+class:///javax/swing/tree/DefaultMutableTreeNode|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java|(3445,68,<108,45>,<109,34>)>,
